client_name,prompt_id,prompt_text,appearances,appearance_percent,avg_position,avg_sentiment,timestamp
Bright Smiles Dental,106,Who is the best Teeth Whitening provider in Austin?,0,0.0,,-0.2166666666666666,2025-07-25 14:46:28.807639
Bright Smiles Dental,107,Where can I find Teeth Whitening for adults in Austin?,0,0.0,,-0.2166666666666666,2025-07-25 14:46:28.820068
Bright Smiles Dental,108,Affordable Teeth Whitening in Austin for someone without insurance.,0,0.0,,-0.2166666666666666,2025-07-25 14:46:28.835627
Bright Smiles Dental,109,Looking for Teeth Whitening options in Austin that are without insurance.,0,0.0,,-0.2166666666666666,2025-07-25 14:46:28.847183
Bright Smiles Dental,110,What are the top-rated Teeth Whitening options in Austin?,0,0.0,,-0.2166666666666666,2025-07-25 14:46:28.859278
Bright Smiles Dental,111,Who is the best Teeth Whitening provider in Austin?,0,0.0,,-0.2166666666666666,2025-07-25 14:46:28.881309
Bright Smiles Dental,112,Where can I find Teeth Whitening for adults in Austin?,0,0.0,,-0.2166666666666666,2025-07-25 14:46:28.893090
Bright Smiles Dental,113,Affordable Teeth Whitening in Austin for someone affordable.,0,0.0,,-0.2166666666666666,2025-07-25 14:46:28.905672
Bright Smiles Dental,114,Looking for Teeth Whitening options in Austin that are affordable.,0,0.0,,-0.2166666666666666,2025-07-25 14:46:28.917391
Bright Smiles Dental,115,What are the top-rated Teeth Whitening options in Austin?,0,0.0,,-0.2166666666666666,2025-07-25 14:46:28.929425
Bright Smiles Dental,116,Who is the best Teeth Whitening provider in Austin?,0,0.0,,-0.2166666666666666,2025-07-25 14:46:28.940479
Bright Smiles Dental,117,Where can I find Teeth Whitening for adults in Austin?,0,0.0,,-0.2166666666666666,2025-07-25 14:46:28.952060
Bright Smiles Dental,118,Affordable Teeth Whitening in Austin for someone available this month.,0,0.0,,-0.2166666666666666,2025-07-25 14:46:28.962118
Bright Smiles Dental,119,Looking for Teeth Whitening options in Austin that are available this month.,0,0.0,,-0.2166666666666666,2025-07-25 14:46:28.976216
Bright Smiles Dental,120,What are the top-rated Teeth Whitening options in Austin?,0,0.0,,-0.2166666666666666,2025-07-25 14:46:28.989442
Bright Smiles Dental,121,Who is the best Cleaning provider in Austin?,0,0.0,,-0.2166666666666666,2025-07-25 14:46:29.007509
Bright Smiles Dental,122,Where can I find Cleaning for adults in Austin?,0,0.0,,-0.2166666666666666,2025-07-25 14:46:29.023020
Bright Smiles Dental,123,Affordable Cleaning in Austin for someone without insurance.,0,0.0,,-0.2166666666666666,2025-07-25 14:46:29.041581
Bright Smiles Dental,124,Looking for Cleaning options in Austin that are without insurance.,0,0.0,,-0.2166666666666666,2025-07-25 14:46:29.054331
Bright Smiles Dental,125,What are the top-rated Cleaning options in Austin?,0,0.0,,-0.2166666666666666,2025-07-25 14:46:29.067388
Bright Smiles Dental,126,Who is the best Cleaning provider in Austin?,0,0.0,,-0.2166666666666666,2025-07-25 14:46:29.078431
Bright Smiles Dental,127,Where can I find Cleaning for adults in Austin?,0,0.0,,-0.2166666666666666,2025-07-25 14:46:29.094322
Bright Smiles Dental,128,Affordable Cleaning in Austin for someone affordable.,0,0.0,,-0.2166666666666666,2025-07-25 14:46:29.111899
Bright Smiles Dental,129,Looking for Cleaning options in Austin that are affordable.,0,0.0,,-0.2166666666666666,2025-07-25 14:46:29.128521
Bright Smiles Dental,130,What are the top-rated Cleaning options in Austin?,0,0.0,,-0.2166666666666666,2025-07-25 14:46:29.142108
Bright Smiles Dental,131,Who is the best Cleaning provider in Austin?,0,0.0,,-0.2166666666666666,2025-07-25 14:46:29.157482
Bright Smiles Dental,132,Where can I find Cleaning for adults in Austin?,0,0.0,,-0.2166666666666666,2025-07-25 14:46:29.172075
Bright Smiles Dental,133,Affordable Cleaning in Austin for someone available this month.,0,0.0,,-0.2166666666666666,2025-07-25 14:46:29.187099
Bright Smiles Dental,134,Looking for Cleaning options in Austin that are available this month.,0,0.0,,-0.2166666666666666,2025-07-25 14:46:29.198604
Bright Smiles Dental,135,What are the top-rated Cleaning options in Austin?,0,0.0,,-0.2166666666666666,2025-07-25 14:46:29.211387
Saddle Creek Orthodontics,1,Who is the best Invisalign provider in Memphis?,100,100.0,0.0,-0.1,2025-07-28 14:26:29.643154
Saddle Creek Orthodontics,2,Where can I find Invisalign for teens in Memphis?,100,100.0,0.0,-0.1,2025-07-28 14:26:29.693854
Saddle Creek Orthodontics,3,Affordable Invisalign in Memphis for someone with payment plans.,100,100.0,0.0,-0.1,2025-07-28 14:26:29.734915
Saddle Creek Orthodontics,4,Looking for Invisalign options in Memphis that are with payment plans.,100,100.0,0.0,-0.1,2025-07-28 14:26:29.792560
Saddle Creek Orthodontics,5,What are the top-rated Invisalign options in Memphis?,100,100.0,0.0,-0.1,2025-07-28 14:26:29.849281
Saddle Creek Orthodontics,6,Who is the best Invisalign provider in Memphis?,100,100.0,0.0,-0.1,2025-07-28 14:26:29.899616
Saddle Creek Orthodontics,7,Where can I find Invisalign for teens in Memphis?,100,100.0,0.0,-0.1,2025-07-28 14:26:29.940591
Saddle Creek Orthodontics,8,Affordable Invisalign in Memphis for someone affordable.,100,100.0,0.0,-0.1,2025-07-28 14:26:29.982399
Saddle Creek Orthodontics,9,Looking for Invisalign options in Memphis that are affordable.,100,100.0,0.0,-0.1,2025-07-28 14:26:30.023714
Saddle Creek Orthodontics,10,What are the top-rated Invisalign options in Memphis?,100,100.0,0.0,-0.1,2025-07-28 14:26:30.065326
Saddle Creek Orthodontics,11,Who is the best Invisalign provider in Memphis?,100,100.0,0.0,-0.1,2025-07-28 14:26:30.171229
Saddle Creek Orthodontics,12,Where can I find Invisalign for teens in Memphis?,100,100.0,0.0,-0.1,2025-07-28 14:26:30.227114
Saddle Creek Orthodontics,13,Affordable Invisalign in Memphis for someone available this month.,100,100.0,0.0,-0.1,2025-07-28 14:26:30.280162
Saddle Creek Orthodontics,14,Looking for Invisalign options in Memphis that are available this month.,100,100.0,0.0,-0.1,2025-07-28 14:26:30.359690
Saddle Creek Orthodontics,15,What are the top-rated Invisalign options in Memphis?,100,100.0,0.0,-0.1,2025-07-28 14:26:30.434492
Saddle Creek Orthodontics,16,Who is the best Invisalign provider in Memphis?,100,100.0,0.0,-0.1,2025-07-28 14:26:30.508673
Saddle Creek Orthodontics,17,Where can I find Invisalign for adults in Memphis?,100,100.0,0.0,-0.1,2025-07-28 14:26:30.583178
Saddle Creek Orthodontics,18,Affordable Invisalign in Memphis for someone with payment plans.,100,100.0,0.0,-0.1,2025-07-28 14:26:30.648284
Saddle Creek Orthodontics,19,Looking for Invisalign options in Memphis that are with payment plans.,100,100.0,0.0,-0.1,2025-07-28 14:26:30.722810
Saddle Creek Orthodontics,20,What are the top-rated Invisalign options in Memphis?,100,100.0,0.0,-0.1,2025-07-28 14:26:30.779734
Saddle Creek Orthodontics,21,Who is the best Invisalign provider in Memphis?,100,100.0,0.0,-0.1,2025-07-28 14:26:30.828714
Saddle Creek Orthodontics,22,Where can I find Invisalign for adults in Memphis?,100,100.0,0.0,-0.1,2025-07-28 14:26:30.878235
Saddle Creek Orthodontics,23,Affordable Invisalign in Memphis for someone affordable.,100,100.0,0.0,-0.1,2025-07-28 14:26:30.945145
Saddle Creek Orthodontics,24,Looking for Invisalign options in Memphis that are affordable.,100,100.0,0.0,-0.1,2025-07-28 14:26:30.986184
Saddle Creek Orthodontics,25,What are the top-rated Invisalign options in Memphis?,100,100.0,0.0,-0.1,2025-07-28 14:26:31.044435
Saddle Creek Orthodontics,26,Who is the best Invisalign provider in Memphis?,100,100.0,0.0,-0.1,2025-07-28 14:26:31.106950
Saddle Creek Orthodontics,27,Where can I find Invisalign for adults in Memphis?,100,100.0,0.0,-0.1,2025-07-28 14:26:31.153046
Saddle Creek Orthodontics,28,Affordable Invisalign in Memphis for someone available this month.,100,100.0,0.0,-0.1,2025-07-28 14:26:31.219908
Saddle Creek Orthodontics,29,Looking for Invisalign options in Memphis that are available this month.,100,100.0,0.0,-0.1,2025-07-28 14:26:31.278188
Saddle Creek Orthodontics,30,What are the top-rated Invisalign options in Memphis?,100,100.0,0.0,-0.1,2025-07-28 14:26:31.340581
Saddle Creek Orthodontics,31,Who is the best Braces provider in Memphis?,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:31.403884
Saddle Creek Orthodontics,32,Where can I find Braces for teens in Memphis?,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:31.477254
Saddle Creek Orthodontics,33,Affordable Braces in Memphis for someone with payment plans.,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:31.550659
Saddle Creek Orthodontics,34,Looking for Braces options in Memphis that are with payment plans.,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:31.617026
Saddle Creek Orthodontics,35,What are the top-rated Braces options in Memphis?,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:31.675337
Saddle Creek Orthodontics,36,Who is the best Braces provider in Memphis?,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:31.749698
Saddle Creek Orthodontics,37,Where can I find Braces for teens in Memphis?,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:31.807059
Saddle Creek Orthodontics,38,Affordable Braces in Memphis for someone affordable.,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:31.874240
Saddle Creek Orthodontics,39,Looking for Braces options in Memphis that are affordable.,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:31.941790
Saddle Creek Orthodontics,40,What are the top-rated Braces options in Memphis?,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:32.006706
Saddle Creek Orthodontics,41,Who is the best Braces provider in Memphis?,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:32.073390
Saddle Creek Orthodontics,42,Where can I find Braces for teens in Memphis?,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:32.142153
Saddle Creek Orthodontics,43,Affordable Braces in Memphis for someone available this month.,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:32.214388
Saddle Creek Orthodontics,44,Looking for Braces options in Memphis that are available this month.,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:32.309478
Saddle Creek Orthodontics,45,What are the top-rated Braces options in Memphis?,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:32.396837
Saddle Creek Orthodontics,46,Who is the best Braces provider in Memphis?,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:32.471540
Saddle Creek Orthodontics,47,Where can I find Braces for adults in Memphis?,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:32.558225
Saddle Creek Orthodontics,48,Affordable Braces in Memphis for someone with payment plans.,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:32.620624
Saddle Creek Orthodontics,49,Looking for Braces options in Memphis that are with payment plans.,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:32.680743
Saddle Creek Orthodontics,50,What are the top-rated Braces options in Memphis?,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:32.754622
Saddle Creek Orthodontics,51,Who is the best Braces provider in Memphis?,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:32.815907
Saddle Creek Orthodontics,52,Where can I find Braces for adults in Memphis?,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:32.870612
Saddle Creek Orthodontics,53,Affordable Braces in Memphis for someone affordable.,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:32.952365
Saddle Creek Orthodontics,54,Looking for Braces options in Memphis that are affordable.,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:33.031455
Saddle Creek Orthodontics,55,What are the top-rated Braces options in Memphis?,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:33.108924
Saddle Creek Orthodontics,56,Who is the best Braces provider in Memphis?,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:33.168978
Saddle Creek Orthodontics,57,Where can I find Braces for adults in Memphis?,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:33.240559
Saddle Creek Orthodontics,58,Affordable Braces in Memphis for someone available this month.,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:33.305220
Saddle Creek Orthodontics,59,Looking for Braces options in Memphis that are available this month.,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:33.396412
Saddle Creek Orthodontics,60,What are the top-rated Braces options in Memphis?,100,100.0,0.57,0.25333333333333335,2025-07-28 14:26:33.461583
Saddle Creek Orthodontics,61,Who is the best Retainers provider in Memphis?,0,0.0,,-0.21666666666666667,2025-07-28 14:26:33.518903
Saddle Creek Orthodontics,62,Where can I find Retainers for teens in Memphis?,0,0.0,,-0.21666666666666667,2025-07-28 14:26:33.559711
Saddle Creek Orthodontics,63,Affordable Retainers in Memphis for someone with payment plans.,0,0.0,,-0.21666666666666667,2025-07-28 14:26:33.618960
Saddle Creek Orthodontics,64,Looking for Retainers options in Memphis that are with payment plans.,0,0.0,,-0.21666666666666667,2025-07-28 14:26:33.658241
Saddle Creek Orthodontics,65,What are the top-rated Retainers options in Memphis?,0,0.0,,-0.21666666666666667,2025-07-28 14:26:33.719049
Saddle Creek Orthodontics,66,Who is the best Retainers provider in Memphis?,0,0.0,,-0.21666666666666667,2025-07-28 14:26:33.770575
Saddle Creek Orthodontics,67,Where can I find Retainers for teens in Memphis?,0,0.0,,-0.21666666666666667,2025-07-28 14:26:33.821703
Saddle Creek Orthodontics,68,Affordable Retainers in Memphis for someone affordable.,0,0.0,,-0.21666666666666667,2025-07-28 14:26:33.871452
Saddle Creek Orthodontics,69,Looking for Retainers options in Memphis that are affordable.,0,0.0,,-0.21666666666666667,2025-07-28 14:26:33.927518
Saddle Creek Orthodontics,70,What are the top-rated Retainers options in Memphis?,0,0.0,,-0.21666666666666667,2025-07-28 14:26:33.979139
Saddle Creek Orthodontics,71,Who is the best Retainers provider in Memphis?,0,0.0,,-0.21666666666666667,2025-07-28 14:26:34.036401
Saddle Creek Orthodontics,72,Where can I find Retainers for teens in Memphis?,0,0.0,,-0.21666666666666667,2025-07-28 14:26:34.081103
Saddle Creek Orthodontics,73,Affordable Retainers in Memphis for someone available this month.,0,0.0,,-0.21666666666666667,2025-07-28 14:26:34.127604
Saddle Creek Orthodontics,74,Looking for Retainers options in Memphis that are available this month.,0,0.0,,-0.21666666666666667,2025-07-28 14:26:34.170355
Saddle Creek Orthodontics,75,What are the top-rated Retainers options in Memphis?,0,0.0,,-0.21666666666666667,2025-07-28 14:26:34.227293
Saddle Creek Orthodontics,76,Who is the best Retainers provider in Memphis?,0,0.0,,-0.21666666666666667,2025-07-28 14:26:34.270074
Saddle Creek Orthodontics,77,Where can I find Retainers for adults in Memphis?,0,0.0,,-0.21666666666666667,2025-07-28 14:26:34.327603
Saddle Creek Orthodontics,78,Affordable Retainers in Memphis for someone with payment plans.,0,0.0,,-0.21666666666666667,2025-07-28 14:26:34.369842
Saddle Creek Orthodontics,79,Looking for Retainers options in Memphis that are with payment plans.,0,0.0,,-0.21666666666666667,2025-07-28 14:26:34.437118
Saddle Creek Orthodontics,80,What are the top-rated Retainers options in Memphis?,0,0.0,,-0.21666666666666667,2025-07-28 14:26:34.470425
Saddle Creek Orthodontics,81,Who is the best Retainers provider in Memphis?,0,0.0,,-0.21666666666666667,2025-07-28 14:26:34.523775
Saddle Creek Orthodontics,82,Where can I find Retainers for adults in Memphis?,0,0.0,,-0.21666666666666667,2025-07-28 14:26:34.585640
Saddle Creek Orthodontics,83,Affordable Retainers in Memphis for someone affordable.,0,0.0,,-0.21666666666666667,2025-07-28 14:26:34.629613
Saddle Creek Orthodontics,84,Looking for Retainers options in Memphis that are affordable.,0,0.0,,-0.21666666666666667,2025-07-28 14:26:34.663192
Saddle Creek Orthodontics,85,What are the top-rated Retainers options in Memphis?,0,0.0,,-0.21666666666666667,2025-07-28 14:26:34.708640
Saddle Creek Orthodontics,86,Who is the best Retainers provider in Memphis?,0,0.0,,-0.21666666666666667,2025-07-28 14:26:34.743601
Saddle Creek Orthodontics,87,Where can I find Retainers for adults in Memphis?,0,0.0,,-0.21666666666666667,2025-07-28 14:26:34.790768
Saddle Creek Orthodontics,88,Affordable Retainers in Memphis for someone available this month.,0,0.0,,-0.21666666666666667,2025-07-28 14:26:34.828083
Saddle Creek Orthodontics,89,Looking for Retainers options in Memphis that are available this month.,0,0.0,,-0.21666666666666667,2025-07-28 14:26:34.862975
Saddle Creek Orthodontics,90,What are the top-rated Retainers options in Memphis?,0,0.0,,-0.21666666666666667,2025-07-28 14:26:34.893120
